surah_id,ayah_id,surah_title_ar,surah_title_en,surah_title_en_trans,revelation_type,surah,ayah,ayah_title,juz,manzil,page,hizb_quarter,sajda,sajda_id,sajda_recommended,sajda_obligatory,malay,saheeh,yusufali
27,3215,النمل,An-Naml,The Ant,Meccan,27,56,27:56,20,5,382,153,FALSE,NA,NA,NA,"Maka kaumnya tidak menjawab selain dari berkata: usirlah Lut dan pengikut-pengikutnya dari bandar kamu ini; sesungguhnya mereka adalah orang-orang yang mendakwakan dirinya bersih suci "".
","But the answer of his people was not except that they said, ""Expel the family of Lot from your city. Indeed, they are people who keep themselves pure.""","But his people gave no other answer but this: they said, ""Drive out the followers of Lut from your city: these are indeed men who want to be clean and pure!"""
27,3216,النمل,An-Naml,The Ant,Meccan,27,57,27:57,20,5,382,153,FALSE,NA,NA,NA,"Lalu Kami selamatkan Nabi Lut dan keluarganya serta pengikut-pengikutnya, kecuali isterinya, Kami takdirkan dia menjadi dari golongan yang tertinggal dalam azab.
","So We saved him and his family, except for his wife; We destined her to be of those who remained behind.","But We saved him and his family, except his wife; her We destined to be of those who lagged behind."
27,3217,النمل,An-Naml,The Ant,Meccan,27,58,27:58,20,5,382,153,FALSE,NA,NA,NA,"Dan Kami hujani mereka dengan hujan yang membinasakan, maka amatlah buruknya hujan azab yang menimpa orang-orang yang telah diberi amaran.
","And We rained upon them a rain [of stones], and evil was the rain of those who were warned.",And We rained down on them a shower (of brimstone): and evil was the shower on those who were admonished (but heeded not)!
27,3218,النمل,An-Naml,The Ant,Meccan,27,59,27:59,20,5,382,153,FALSE,NA,NA,NA,"Katakanlah (wahai Muhammad): ""Segala puji tertentu bagi Allah dan selamat sejahtera kepada hamba-hambaNya (Nabi-nabi) yang dipilihNya. Manakah yang lebih baik? - Allah (yang demikian kekuasaanNya) atau benda-benda yang mereka jadikan sekutu-sekutu bagiNya?
","Say, [O Muhammad], ""Praise be to Allah, and peace upon His servants whom He has chosen. Is Allah better or what they associate with Him?""","Say: Praise be to Allah, and Peace on his servants whom He has chosen (for his Message). (Who) is better?- Allah or the false gods they associate (with Him)?"
27,3219,النمل,An-Naml,The Ant,Meccan,27,60,27:60,20,5,382,153,FALSE,NA,NA,NA,"Bahkan siapakah yang telah mencipta langit dan bumi, dan menurunkan hujan dari langit untuk kamu? Lalu Kami tumbuhkan dengan air hujan itu tanaman kebun-kebun (yang menghijau subur) dengan indahnya, yang kamu tidak dapat dan tidak berkuasa menumbuhkan pohon-pohonnya. Adakah sebarang tuhan yang lain bersama-sama Allah? (Tidak!) bahkan mereka (yang musyrik itu) adalah kaum yang menyeleweng dari kebenaran (tauhid).
","[More precisely], is He [not best] who created the heavens and the earth and sent down for you rain from the sky, causing to grow thereby gardens of joyful beauty which you could not [otherwise] have grown the trees thereof? Is there a deity with Allah? [No], but they are a people who ascribe equals [to Him].","Or, Who has created the heavens and the earth, and Who sends you down rain from the sky? Yea, with it We cause to grow well-planted orchards full of beauty of delight: it is not in your power to cause the growth of the trees in them. (Can there be another) god besides Allah? Nay, they are a people who swerve from justice."
27,3220,النمل,An-Naml,The Ant,Meccan,27,61,27:61,20,5,382,153,FALSE,NA,NA,NA,"Atau siapakah yang telah menjadikan bumi tempat penetapan dan telah menjadikan sungai-sungai di antara bahagian-bahagiannya dan telah menjadikan untuknya gunung-ganang yang menetapnya; dan juga telah menjadikan di antara dua laut (yang masin dan yang tawar) sekatan (semula jadi) yang memisahnya? Adakah sebarang tuhan yang lain bersama-sama Allah? (Tidak!) bahkan kebanyakan mereka (yang musyrik itu) tidak mengetahui.
","Is He [not best] who made the earth a stable ground and placed within it rivers and made for it firmly set mountains and placed between the two seas a barrier? Is there a deity with Allah? [No], but most of them do not know.","Or, Who has made the earth firm to live in; made rivers in its midst; set thereon mountains immovable; and made a separating bar between the two bodies of flowing water? (can there be another) god besides Allah? Nay, most of them know not."
27,3221,النمل,An-Naml,The Ant,Meccan,27,62,27:62,20,5,382,153,FALSE,NA,NA,NA,"Atau siapakah yang memperkenankan doa orang yang menderita apabila ia berdoa kepadaNya, dan yang menghapuskan kesusahan, serta menjadikan kamu pengganti (umat-umat yang telah lalu) mendiami dan menguasai bumi? Adakah sebarang tuhan yang lain bersama-sama Allah? Amat sedikit di antara kamu yang mengingati (nikmat Allah itu).
",Is He [not best] who responds to the desperate one when he calls upon Him and removes evil and makes you inheritors of the earth? Is there a deity with Allah? Little do you remember.,"Or, Who listens to the (soul) distressed when it calls on Him, and Who relieves its suffering, and makes you (mankind) inheritors of the earth? (Can there be another) god besides Allah? Little it is that ye heed!"
27,3222,النمل,An-Naml,The Ant,Meccan,27,63,27:63,20,5,382,153,FALSE,NA,NA,NA,"Atau siapakah yang menunjukkan jalan kepada kamu dalam gelap-gelita darat dan laut, dan yang menghantarkan angin sebagai pembawa berita yang mengembirakan sebelum kedatangan rahmatNya? Adakah sebarang tuhan yang lain bersama-sama Allah? Maha Tinggilah keadaan Allah dari apa yang mereka sekutukan denganNya.
",Is He [not best] who guides you through the darknesses of the land and sea and who sends the winds as good tidings before His mercy? Is there a deity with Allah? High is Allah above whatever they associate with Him.,"Or, Who guides you through the depths of darkness on land and sea, and Who sends the winds as heralds of glad tidings, going before His Mercy? (Can there be another) god besides Allah?- High is Allah above what they associate with Him!"
27,3223,النمل,An-Naml,The Ant,Meccan,27,64,27:64,20,5,383,153,FALSE,NA,NA,NA,"Atau siapakah yang memulakan kejadian sekalian makhluk, kemudian dia mengembalikannya (hidup semula sesudah matinya). dan siapakah yang memberi rezeki kepada kamu dari langit dan bumi? Adakah sebarang tuhan yang lain bersama-sama Allah? Katakanlah (wahai Muhammad): ""Bawalah kemari keterangan-keterangan kamu, jika betul kamu orang-orang yang benar "".
","Is He [not best] who begins creation and then repeats it and who provides for you from the heaven and earth? Is there a deity with Allah? Say, ""Produce your proof, if you should be truthful.""","Or, Who originates creation, then repeats it, and who gives you sustenance from heaven and earth? (Can there be another) god besides Allah? Say, ""Bring forth your argument, if ye are telling the truth!"""
27,3224,النمل,An-Naml,The Ant,Meccan,27,65,27:65,20,5,383,153,FALSE,NA,NA,NA,"Katakanlah lagi: Tiada sesiapapun di langit dan di bumi yang mengetahui perkara yang ghaib melainkan Allah!"" Dan tiadalah mereka menyedari bilakah masing-masing akan dibangkitkan hidup semula (sesudah mati).
","Say, ""None in the heavens and earth knows the unseen except Allah, and they do not perceive when they will be resurrected.""","Say: None in the heavens or on earth, except Allah, knows what is hidden: nor can they perceive when they shall be raised up (for Judgment)."
27,3225,النمل,An-Naml,The Ant,Meccan,27,66,27:66,20,5,383,153,FALSE,NA,NA,NA,"Bahkan mereka (yang kafir) telah berkali-kali mengetahui tentang hari akhirat (tetapi mereka tidak meyakininya), bahkan mereka berada dalam syak mengenainya; bahkan matahati mereka buta langsung daripada memikirkannya.
","Rather, their knowledge is arrested concerning the Hereafter. Rather, they are in doubt about it. Rather, they are, concerning it, blind.","Still less can their knowledge comprehend the Hereafter: Nay, they are in doubt and uncertainty thereanent; nay, they are blind thereunto!"
27,3226,النمل,An-Naml,The Ant,Meccan,27,67,27:67,20,5,383,153,FALSE,NA,NA,NA,"Dan orang-orang yang kafir berkata: ""Adakah sesudah kami menjadi tanah, dan juga datuk nenek kami, adakah kami semua akan dikeluarkan dari kubur (hidup semula)?
","And those who disbelieve say, ""When we have become dust as well as our forefathers, will we indeed be brought out [of the graves]?","The Unbelievers say: ""What! when we become dust,- we and our fathers,- shall we really be raised (from the dead)?"
27,3227,النمل,An-Naml,The Ant,Meccan,27,68,27:68,20,5,383,153,FALSE,NA,NA,NA,"""Demi sesungguhnya, kami telah dijanjikan dengan perkara ini, kami dan juga datuk nenek kami dahulu; ini hanyalah cerita-cerita dongeng orang-orang dahulu kala"".
","We have been promised this, we and our forefathers, before. This is not but legends of the former peoples.""","""It is true we were promised this,- we and our fathers before (us): these are nothing but tales of the ancients."""
27,3228,النمل,An-Naml,The Ant,Meccan,27,69,27:69,20,5,383,153,FALSE,NA,NA,NA,"Katakanlah (wahai Muhammad): ""Mengembaralah kamu di muka bumi, kemudian perhatikanlah bagaimana buruknya kesudahan orang-orang yang berdosa itu"".
","Say, [O Muhammad], ""Travel through the land and observe how was the end of the criminals.""","Say: ""Go ye through the earth and see what has been the end of those guilty (of sin)."""
27,3229,النمل,An-Naml,The Ant,Meccan,27,70,27:70,20,5,383,153,FALSE,NA,NA,NA,"Dan janganlah engkau berdukacita terhadap (keingkaran) mereka (yang kafir itu,) dan janganlah engkau resah-gelisah disebabkan tipu daya yang mereka lakukan.
",And grieve not over them or be in distress from what they conspire.,"But grieve not over them, nor distress thyself because of their plots."
27,3230,النمل,An-Naml,The Ant,Meccan,27,71,27:71,20,5,383,153,FALSE,NA,NA,NA,"Dan mereka bertanya: ""Bilakah berlakunya azab yang telah dijanjikan itu, jika betul kamu orang-orang yang benar?""
","And they say, ""When is [the fulfillment of] this promise, if you should be truthful?""","They also say: ""When will this promise (come to pass)? (Say) if ye are truthful."""
27,3231,النمل,An-Naml,The Ant,Meccan,27,72,27:72,20,5,383,153,FALSE,NA,NA,NA,"Katakanlah (wahai Muhammad): ""Dipercayai tidak lama lagi akan datang kepada kamu sebahagian dari azab yang kamu minta disegerakan itu"".
","Say, ""Perhaps it is close behind you - some of that for which you are impatient.","Say: ""It may be that some of the events which ye wish to hasten on may be (close) in your pursuit!"""
27,3232,النمل,An-Naml,The Ant,Meccan,27,73,27:73,20,5,383,153,FALSE,NA,NA,NA,"Dan sesungguhnya Tuhanmu (wahai Muhammad) sentiasa melimpah-ruah kurniaNya kepada umat manusia seluruhnya tetapi kebanyakan mereka tidak bersyukur.
","And indeed, your Lord is full of bounty for the people, but most of them do not show gratitude.""",But verily thy Lord is full of grace to mankind: Yet most of them are ungrateful.
27,3233,النمل,An-Naml,The Ant,Meccan,27,74,27:74,20,5,383,153,FALSE,NA,NA,NA,"Dan sesungguhnya Tuhanmu sedia mengetahui apa yang terpendam dalam hati mereka dan apa yang mereka nyatakan (dengan tutur kata dan perbuatan).
","And indeed, your Lord knows what their breasts conceal and what they declare.",And verily thy Lord knoweth all that their hearts do hide. As well as all that they reveal.
27,3234,النمل,An-Naml,The Ant,Meccan,27,75,27:75,20,5,383,153,FALSE,NA,NA,NA,"Dan tiada sesuatu perkara yang ghaib di langit dan di bumi, melainkan tertulis dalam Kitab yang terang nyata.
",And there is nothing concealed within the heaven and the earth except that it is in a clear Register.,"Nor is there aught of the unseen, in heaven or earth, but is (recorded) in a clear record."
27,3235,النمل,An-Naml,The Ant,Meccan,27,76,27:76,20,5,383,153,FALSE,NA,NA,NA,"Sesungguhnya Al-Quran ini menceritakan kepada Bani lsrail (perkara yang sebenar-benarnya) mengenai kebanyakan (hal-hal agama) yang mereka berselisihan padanya.
","Indeed, this Qur'an relates to the Children of Israel most of that over which they disagree.",Verily this Qur'an doth explain to the Children of Israel most of the matters in which they disagree.
27,3236,النمل,An-Naml,The Ant,Meccan,27,77,27:77,20,5,384,153,FALSE,NA,NA,NA,"Dan sesungguhnya Al-Quran itu menjadi hidayah petunjuk dan rahmat bagi orang-orang yang beriman.
","And indeed, it is guidance and mercy for the believers.",And it certainly is a Guide and a Mercy to those who believe.
27,3237,النمل,An-Naml,The Ant,Meccan,27,78,27:78,20,5,384,153,FALSE,NA,NA,NA,"Sesungguhnya Tuhanmu (wahai Muhammad) akan memutuskan di antara mereka dengan hukumNya, dan Dia lah sahaja Yang Maha Kuasa, lagi Maha Mengetahui.
","Indeed, your Lord will judge between them by His [wise] judgement. And He is the Exalted in Might, the Knowing.","Verily thy Lord will decide between them by His Decree: and He is Exalted in Might, All-Knowing."
27,3238,النمل,An-Naml,The Ant,Meccan,27,79,27:79,20,5,384,153,FALSE,NA,NA,NA,"Oleh itu, berserahlah kepada Allah, sesungguhnya engkau berada di atas kebenaran yang jelas nyata.
","So rely upon Allah; indeed, you are upon the clear truth.",So put thy trust in Allah: for thou art on (the path of) manifest Truth.
27,3239,النمل,An-Naml,The Ant,Meccan,27,80,27:80,20,5,384,153,FALSE,NA,NA,NA,"Sesungguhnya engkau tidak dapat menjadikan orang-orang yang mati (hatinya) itu menerima ajaranmu, dan tidak dapat menjadikan orang-orang yang pekak itu mendengar seruanmu, apabila mereka berundur ke belakang (disebabkan keingkarannya).
","Indeed, you will not make the dead hear, nor will you make the deaf hear the call when they have turned their backs retreating.","Truly thou canst not cause the dead to listen, nor canst thou cause the deaf to hear the call, (especially) when they turn back in retreat."
27,3240,النمل,An-Naml,The Ant,Meccan,27,81,27:81,20,5,384,153,FALSE,NA,NA,NA,"Dan engkau tidak akan dapat memberi petunjuk kepada orang-orang yang buta supaya menjauhi kesesatan mereka; engkau tidak dapat memperdengarkan (seruanmu itu) melainkan kepada orang-orang yang sanggup beriman akan ayat-ayat keterangan Kami, kerana mereka orang-orang yang berserah diri dengan ikhlas.
",And you cannot guide the blind away from their error. You will only make hear those who believe in Our verses so they are Muslims [submitting to Allah].,"Nor canst thou be a guide to the blind, (to prevent them) from straying: only those wilt thou get to listen who believe in Our Signs, and they will bow in Islam."
27,3241,النمل,An-Naml,The Ant,Meccan,27,82,27:82,20,5,384,154,FALSE,NA,NA,NA,"Dan apabila sampai masa berlakunya hukuman atas manusia, Kami keluarkan untuk mereka sejenis binatang dari bumi, yang akan menyatakan kepada mereka, bahawa manusia telah tidak meyakini ayat-ayat keterangan dan pengajaran Kami.
","And when the word befalls them, We will bring forth for them a creature from the earth speaking to them, [saying] that the people were, of Our verses, not certain [in faith].","And when the Word is fulfilled against them (the unjust), we shall produce from the earth a beast to (face) them: He will speak to them, for that mankind did not believe with assurance in Our Signs."
27,3242,النمل,An-Naml,The Ant,Meccan,27,83,27:83,20,5,384,154,FALSE,NA,NA,NA,"Dan (ingatlah) hari Kami himpunkan dari tiap-tiap umat sekumpulan besar orang-orang yang mendustakan ayat-ayat keterangan Kami, lalu mereka dijaga serta diatur keadaan dan perjalanan masing-masing.
","And [warn of] the Day when We will gather from every nation a company of those who deny Our signs, and they will be [driven] in rows","One day We shall gather together from every people a troop of those who reject our Signs, and they shall be kept in ranks,-"
27,3243,النمل,An-Naml,The Ant,Meccan,27,84,27:84,20,5,384,154,FALSE,NA,NA,NA,"Sehingga apabila mereka datang (ke tempat pengadilan), Allah Taala berfirman: ""Adakah kamu mendustakan ayat-ayat keteranganKu dengan tidak lebih dahulu kamu mengetahuinya secara meliputi? Atau apakah yang kamu telah lakukan?""
","Until, when they arrive [at the place of Judgement], He will say, ""Did you deny My signs while you encompassed them not in knowledge, or what [was it that] you were doing?""","Until, when they come (before the Judgment-seat), (Allah) will say: ""Did ye reject My Signs, though ye comprehended them not in knowledge, or what was it ye did?"""
27,3244,النمل,An-Naml,The Ant,Meccan,27,85,27:85,20,5,384,154,FALSE,NA,NA,NA,"Dan jatuhlah hukuman atas mereka (dengan azab) disebabkan kezaliman mereka (berlaku kufur ingkar), lalu mereka diam membisu.
","And the decree will befall them for the wrong they did, and they will not [be able to] speak.","And the Word will be fulfilled against them, because of their wrong-doing, and they will be unable to speak (in plea)."
27,3245,النمل,An-Naml,The Ant,Meccan,27,86,27:86,20,5,384,154,FALSE,NA,NA,NA,"Tidakkah mereka memerhatikan bahawa Kami telah menjadikan malam untuk mereka berehat padanya, dan menjadikan siang terang-benderang? Sesungguhnya yang demikian itu mengandungi tanda-tanda (kekuasaan Allah) bagi kaum yang beriman.
",Do they not see that We made the night that they may rest therein and the day giving sight? Indeed in that are signs for a people who believe.,See they not that We have made the Night for them to rest in and the Day to give them light? Verily in this are Signs for any people that believe!
27,3246,النمل,An-Naml,The Ant,Meccan,27,87,27:87,20,5,384,154,FALSE,NA,NA,NA,"Dan (ingatkanlah) hari di tiup sangkakala, lalu terkejutlah - gerun gementar - makhluk-makhluk yang ada di langit dan yang ada di bumi, kecuali mereka yang dikehendaki Allah; dan kesemuanya akan datang kepadaNya dengan keadaan tunduk patuh.
","And [warn of] the Day the Horn will be blown, and whoever is in the heavens and whoever is on the earth will be terrified except whom Allah wills. And all will come to Him humbled.","And the Day that the Trumpet will be sounded - then will be smitten with terror those who are in the heavens, and those who are on earth, except such as Allah will please (to exempt): and all shall come to His (Presence) as beings conscious of their lowliness."
27,3247,النمل,An-Naml,The Ant,Meccan,27,88,27:88,20,5,384,154,FALSE,NA,NA,NA,"Dan engkau melihat gunung-ganang, engkau menyangkanya tetap membeku, padahal ia bergerak cepat seperti bergeraknya awan; (demikianlah) perbuatan Allah yang telah membuat tiap - tiap sesuatu dengan serapi-rapi dan sebaik-baiknya; sesungguhnya Ia Amat mendalam PengetahuanNya akan apa yang kamu lakukan.
","And you see the mountains, thinking them rigid, while they will pass as the passing of clouds. [It is] the work of Allah, who perfected all things. Indeed, He is Acquainted with that which you do.","Thou seest the mountains and thinkest them firmly fixed: but they shall pass away as the clouds pass away: (such is) the artistry of Allah, who disposes of all things in perfect order: for he is well acquainted with all that ye do."
27,3248,النمل,An-Naml,The Ant,Meccan,27,89,27:89,20,5,385,154,FALSE,NA,NA,NA,"Sesiapa yang datang membawa amal kebajikan (yang telah dikerjakannya) maka ia akan beroleh balasan yang lebih baik daripadanya, dan mereka akan beroleh aman sentosa daripada kejadian-kejadian yang mengerikan pada hari kiamat itu.
","Whoever comes [at Judgement] with a good deed will have better than it, and they, from the terror of that Day, will be safe.","If any do good, good will (accrue) to them therefrom; and they will be secure from terror that Day."
27,3249,النمل,An-Naml,The Ant,Meccan,27,90,27:90,20,5,385,154,FALSE,NA,NA,NA,"Dan sesiapa yang datang membawa amal jahat (yang telah dikerjakannya) maka sudah tentu mereka akan ditumuskan mukanya ke dalam api neraka, (sambil dikatakan kepada mereka): ""Kamu tidak diberi melainkan balasan apa yang kamu telah lakukan"".
","And whoever comes with an evil deed - their faces will be overturned into the Fire, [and it will be said], ""Are you recompensed except for what you used to do?""","And if any do evil, their faces will be thrown headlong into the Fire: ""Do ye receive a reward other than that which ye have earned by your deeds?"""
27,3250,النمل,An-Naml,The Ant,Meccan,27,91,27:91,20,5,385,154,FALSE,NA,NA,NA,"(Katakanlah wahai Muhammad):"" Aku hanyalah diperintahkan supaya menyembah Allah Tuhan negeri (Makkah) ini yang telah menjadikannya suci lagi dihormati dan yang menguasai segala-galanya; dan aku diperintahkan supaya tetap menjadi dari orang-orang Islam (yang menyerah diri bulat-bulat kepadaNya), -
","[Say, O Muhammad], ""I have only been commanded to worship the Lord of this city, who made it sacred and to whom [belongs] all things. And I am commanded to be of the Muslims [those who submit to Allah]","For me, I have been commanded to serve the Lord of this city, Him Who has sanctified it and to Whom (belong) all things: and I am commanded to be of those who bow in Islam to Allah's Will,-"
27,3251,النمل,An-Naml,The Ant,Meccan,27,92,27:92,20,5,385,154,FALSE,NA,NA,NA,"""Dan supaya aku sentiasa membaca Al-Quran"". Oleh itu, sesiapa yang menurut petunjuk (Al-Quran dan beramal dengannya) maka faedah perbuatannya itu akan terpulang kepada dirinya sendiri, dan sesiapa yang sesat, maka katakanlah kepadanya: ""Sesungguhnya aku hanyalah seorang pemberi amaran"".
","And to recite the Qur'an."" And whoever is guided is only guided for [the benefit of] himself; and whoever strays - say, ""I am only [one] of the warners.""","And to rehearse the Qur'an: and if any accept guidance, they do it for the good of their own souls, and if any stray, say: ""I am only a Warner""."
27,3252,النمل,An-Naml,The Ant,Meccan,27,93,27:93,20,5,385,154,FALSE,NA,NA,NA,"Dan katakanlah (wahai Muhammad): ""Segala puji tertentu bagi Allah (yang melimpahkan nikmat-nikmatNya yang tidak terhitung), Ia akan memperlihatkan kepada kamu tanda-tanda kekuasaanNya supaya kamu dapat mengetahuinya (dengan jelas nyata)""; dan Tuhanmu tidaklah lalai akan segala yang kamu lakukan.
","And say, ""[All] praise is [due] to Allah. He will show you His signs, and you will recognize them. And your Lord is not unaware of what you do.""","And say: ""Praise be to Allah, Who will soon show you His Signs, so that ye shall know them""; and thy Lord is not unmindful of all that ye do."
28,3253,القصص,Al-Qasas,The Stories,Meccan,28,1,28:1,20,5,385,154,FALSE,NA,NA,NA,"Taa, Siin, Miim.
","Ta, Seen, Meem.",Ta. Sin. Mim.
28,3254,القصص,Al-Qasas,The Stories,Meccan,28,2,28:2,20,5,385,154,FALSE,NA,NA,NA,"Inilah ayat-ayat Kitab - Al-Quran - yang memberi penjelasan.
",These are the verses of the clear Book.,These are Verses of the Book that makes (things) clear.
28,3255,القصص,Al-Qasas,The Stories,Meccan,28,3,28:3,20,5,385,154,FALSE,NA,NA,NA,"Kami bacakan kepadamu (wahai Muhammad) sebahagian dari kisah Nabi Musa dan Firaun dengan keterangan yang benar bagi orang-orang yang beriman.
",We recite to you from the news of Moses and Pharaoh in truth for a people who believe.,"We rehearse to thee some of the story of Moses and Pharaoh in Truth, for people who believe."
28,3256,القصص,Al-Qasas,The Stories,Meccan,28,4,28:4,20,5,385,154,FALSE,NA,NA,NA,"Sesungguhnya Firaun telah berlaku zalim di bumi (Mesir) dengan melampaui batas, serta ia menjadikan penduduknya berpuak-puak. Ia menindas sepuak di antaranya dengan membunuh anak-anak lelaki mereka dan membiarkan hidup anak-anak perempuan mereka. Sesungguhnya adalah ia dari golongan yang membuat kerosakan.
","Indeed, Pharaoh exalted himself in the land and made its people into factions, oppressing a sector among them, slaughtering their [newborn] sons and keeping their females alive. Indeed, he was of the corrupters.","Truly Pharaoh elated himself in the land and broke up its people into sections, depressing a small group among them: their sons he slew, but he kept alive their females: for he was indeed a maker of mischief."
28,3257,القصص,Al-Qasas,The Stories,Meccan,28,5,28:5,20,5,385,154,FALSE,NA,NA,NA,"Dan Kami hendak berihsan dengan memberikan pertolongan kepada kaum yang tertindas di negeri itu, dan hendak menjadikan mereka pemimpin-pemimpin, serta hendak menjadikan mereka orang-orang yang mewarisi (apa yang dimiliki oleh Firaun dan kaumnya).
",And We wanted to confer favor upon those who were oppressed in the land and make them leaders and make them inheritors,"And We wished to be Gracious to those who were being depressed in the land, to make them leaders (in Faith) and make them heirs,"
28,3258,القصص,Al-Qasas,The Stories,Meccan,28,6,28:6,20,5,386,154,FALSE,NA,NA,NA,"Dan Kami hendak memberi mereka kedudukan yang kukuh di negeri itu, serta hendak memperlihatkan kepada Firaun dan Haman bersama-sama tentera mereka apa yang mereka bimbangkan dari golongan yang bertindas itu.
",And establish them in the land and show Pharaoh and [his minister] Haman and their soldiers through them that which they had feared.,"To establish a firm place for them in the land, and to show Pharaoh, Haman, and their hosts, at their hands, the very things against which they were taking precautions."
28,3259,القصص,Al-Qasas,The Stories,Meccan,28,7,28:7,20,5,386,154,FALSE,NA,NA,NA,"Dan Kami ilhamkan kepada ibu Musa:"" Susukanlah dia; dalam pada itu, jika engkau takutkan sesuatu bahaya mengenainya (dari angkara Firaun), maka (letakkanlah dia di dalam peti dan) lepaskanlah dia ke laut; dan janganlah engkau merasa bimbang dan jangan pula berdukacita; sesungguhnya Kami akan mengembalikannya kepadamu, dan Kami akan melantiknya menjadi salah seorang dari Rasul-rasul Kami.
","And We inspired to the mother of Moses, ""Suckle him; but when you fear for him, cast him into the river and do not fear and do not grieve. Indeed, We will return him to you and will make him [one] of the messengers.""","So We sent this inspiration to the mother of Moses: ""Suckle (thy child), but when thou hast fears about him, cast him into the river, but fear not nor grieve: for We shall restore him to thee, and We shall make him one of Our messengers."""
28,3260,القصص,Al-Qasas,The Stories,Meccan,28,8,28:8,20,5,386,154,FALSE,NA,NA,NA,"Setelah itu dia dipungut oleh orang-orang Firaun; kesudahannya dia akan menjadi musuh dan menyebabkan dukacita bagi mereka; sesungguhnya Firaun dan Haman serta orang-orangnya adalah golongan yang bersalah.
","And the family of Pharaoh picked him up [out of the river] so that he would become to them an enemy and a [cause of] grief. Indeed, Pharaoh and Haman and their soldiers were deliberate sinners.",Then the people of Pharaoh picked him up (from the river): (It was intended) that (Moses) should be to them an adversary and a cause of sorrow: for Pharaoh and Haman and (all) their hosts were men of sin.
28,3261,القصص,Al-Qasas,The Stories,Meccan,28,9,28:9,20,5,386,154,FALSE,NA,NA,NA,"Dan (ketika melihat kanak-kanak itu) berkatalah isteri Firaun: ""(Semoga ia menjadi) cahaya mata bagiku dan bagimu; janganlah kamu membunuhnya; mudah-mudahan ia berguna kepada kita, atau kita jadikan dia anak"". Padahal mereka tidak menyedari (kesudahannya).
","And the wife of Pharaoh said, ""[He will be] a comfort of the eye for me and for you. Do not kill him; perhaps he may benefit us, or we may adopt him as a son."" And they perceived not.","The wife of Pharaoh said: ""(Here is) joy of the eye, for me and for thee: slay him not. It may be that he will be use to us, or we may adopt him as a son."" And they perceived not (what they were doing)!"
28,3262,القصص,Al-Qasas,The Stories,Meccan,28,10,28:10,20,5,386,154,FALSE,NA,NA,NA,"Dan (sepeninggalannya) menjadilah hati ibu Musa kosong; sesungguhnya ia nyaris-nyaris menyatakan perihal anaknya itu dengan berterus-terang jika tidaklah Kami kuatkan hatinya (dengan perasaan sabar dan tenang tenteram), supaya tetaplah ia dari orang-orang yang percaya (akan janji Allah).
",And the heart of Moses' mother became empty [of all else]. She was about to disclose [the matter concerning] him had We not bound fast her heart that she would be of the believers.,"But there came to be a void in the heart of the mother of Moses: She was going almost to disclose his (case), had We not strengthened her heart (with faith), so that she might remain a (firm) believer."
28,3263,القصص,Al-Qasas,The Stories,Meccan,28,11,28:11,20,5,386,154,FALSE,NA,NA,NA,"Dan berkatalah ia kepada kakak Musa: ""Pergilah cari khabar beritanya"". (Maka pergilah ia) lalu dilihatnya dari jauh sedang orang ramai tidak menyedarinya.
","And she said to his sister, ""Follow him""; so she watched him from a distance while they perceived not.","And she said to the sister of (Moses), ""Follow him"" so she (the sister) watched him in the character of a stranger. And they knew not."
28,3264,القصص,Al-Qasas,The Stories,Meccan,28,12,28:12,20,5,386,155,FALSE,NA,NA,NA,"Dan Kami jadikan dia dari mulanya enggan menyusu kepada perempuan-perempuan yang hendak menyusukannya; (melihatkan halnya itu), kakaknya berkata: ""Mahukah, aku tunjukkan kamu kepada penduduk sebuah rumah yang dapat memeliharanya untuk kamu, serta mereka tulus ikhlas kepadanya?""
","And We had prevented from him [all] wet nurses before, so she said, ""Shall I direct you to a household that will be responsible for him for you while they are to him [for his upbringing] sincere?""","And we ordained that he refused suck at first, until (His sister came up and) said: ""Shall I point out to you the people of a house that will nourish and bring him up for you and be sincerely attached to him?""..."
28,3265,القصص,Al-Qasas,The Stories,Meccan,28,13,28:13,20,5,386,155,FALSE,NA,NA,NA,"Maka (dengan jalan itu) Kami kembalikan dia kepada ibunya supaya tenang tenteram hatinya dan tidak berdukacita (disebabkan bercerai dengannya); dan supaya ia mengetahui bahawa janji Allah (untuk menyelamatkannya) adalah benar; akan tetapi kebanyakan mereka tidak mengetahui (yang demikian itu).
",So We restored him to his mother that she might be content and not grieve and that she would know that the promise of Allah is true. But most of the people do not know.,"Thus did We restore him to his mother, that her eye might be comforted, that she might not grieve, and that she might know that the promise of Allah is true: but most of them do not understand."
28,3266,القصص,Al-Qasas,The Stories,Meccan,28,14,28:14,20,5,387,155,FALSE,NA,NA,NA,"Dan ketika Musa sampai ke peringkat umurnya yang cukup kekuatannya dan sempurna, Kami beri kepadanya kebijaksanaan serta ilmu pengetahuan; dan demikian Kami membalas orang-orang yang berusaha memperbaiki amalannya.
","And when he attained his full strength and was [mentally] mature, We bestowed upon him judgement and knowledge. And thus do We reward the doers of good.","When he reached full age, and was firmly established (in life), We bestowed on him wisdom and knowledge: for thus do We reward those who do good."
