ID,Source_Sura,Source_Verse,target_sura,Target_verse,common_roots,relevance_degree
995,3,64,21,25,1,2
996,3,64,66,5,3,0
997,3,67,2,135,6,2
998,3,79,9,31,3,1
999,3,80,16,36,0,1
1000,3,80,21,25,0,1
1001,3,80,21,29,0,2
1002,3,80,43,45,0,2
1003,3,83,13,15,4,2
1004,3,83,16,48,0,2
1005,3,83,16,49,2,2
1006,3,83,16,50,0,1
1007,3,83,31,25,2,1
1008,3,90,4,18,3,2
1009,3,91,2,123,2,2
1010,3,91,2,254,3,2
1011,3,91,5,36,7,2
1012,3,91,14,31,1,2
1013,3,93,2,97,5,0
1014,3,93,2,177,4,0
1015,3,93,3,92,0,1
1016,3,93,12,66,2,0
1017,3,93,76,8,1,1
1018,3,95,6,161,5,2
1019,3,95,16,123,5,2
1020,3,97,2,125,4,2
1021,3,97,2,196,4,1
1022,3,97,3,85,0,1
1023,3,97,5,101,1,0
1024,3,97,29,67,3,2
1025,3,97,106,3,1,1
1026,3,97,106,4,1,2
1027,3,100,2,109,7,2
1028,3,101,57,8,1,2
1029,3,102,64,16,2,2
1030,3,103,3,112,5,1
1031,3,103,8,62,0,2
1032,3,103,8,63,5,2
1033,3,110,2,143,7,2
1034,3,110,5,79,4,1
1035,3,110,56,39,0,1
1036,3,110,56,40,0,1
1037,3,114,3,199,2,1
1038,3,123,9,25,1,1
1039,3,123,9,26,0,1
1040,3,123,9,27,0,0
1041,3,124,3,123,0,1
1042,3,125,3,121,0,1
1043,3,125,8,9,4,1
1044,3,125,8,10,0,1
1045,3,126,47,4,1,1
1046,3,126,47,5,0,1
1047,3,126,47,6,0,1
1048,3,128,2,272,3,1
1049,3,128,13,40,0,1
1050,3,128,28,56,1,2
1051,3,133,55,54,1,1
1052,3,133,57,21,7,2
1053,3,134,2,274,2,2
1054,3,135,4,110,4,2
1055,3,135,9,104,1,2
1056,3,142,2,214,3,2
1057,3,142,29,1,0,0
1058,3,142,29,2,1,2
1059,3,142,29,3,2,1
1060,3,145,6,2,1,1
1061,3,145,17,18,3,2
1062,3,145,17,19,5,2
1063,3,145,35,11,1,2
1064,3,145,42,20,7,1
1065,3,153,20,71,0,1
1066,3,154,8,11,5,2
1067,3,154,48,12,6,2
1068,3,159,4,155,1,2
1069,3,159,9,128,1,2
1070,3,159,23,40,0,0
1071,3,160,3,126,2,1
1072,3,162,13,19,0,2
1073,3,162,28,61,0,2
1074,3,164,6,130,4,1
1075,3,164,6,132,0,0
1076,3,164,12,109,3,2
1077,3,164,18,110,1,2
1078,3,164,25,20,3,1
1079,3,164,30,21,3,0
1080,3,173,74,8,0,0
1081,3,175,3,173,1,1
1082,3,175,4,76,4,1
1083,3,175,22,40,0,1
1084,3,175,39,36,3,1
1085,3,175,39,38,0,1
1086,3,175,40,51,1,1
1087,3,175,40,52,0,1
1088,3,175,47,7,1,1
1089,3,175,58,19,1,2
1090,3,175,58,21,0,1
1091,3,178,9,55,3,2
1092,3,178,23,55,1,2
1093,3,178,23,56,1,2
1094,3,178,68,44,0,2
1095,3,179,72,26,1,2
1096,3,179,72,27,2,1
1097,3,181,2,245,0,1
1098,3,185,3,102,1,1
1099,3,185,13,26,3,1
1100,3,185,16,96,1,2
1101,3,185,28,60,3,2
1102,3,185,55,26,1,1
1103,3,185,55,27,0,1
1104,3,185,87,16,2,1
1105,3,185,87,17,0,1
1106,3,186,2,109,5,2
1107,3,186,2,155,4,2
1108,3,186,2,156,0,1
1109,3,190,12,105,3,1
1110,3,190,12,106,0,1
1111,3,191,28,88,0,1
1112,3,195,2,186,1,2
1113,3,195,60,1,4,1
1114,3,195,85,8,0,1
1115,3,197,10,69,0,1
1116,3,197,10,70,1,2
1117,3,197,28,61,1,2
1118,3,197,31,24,2,2
1119,3,197,40,4,0,1
1120,3,197,86,17,0,2
1121,3,198,3,178,1,1
1122,3,199,2,121,2,2
1123,3,199,3,113,3,2
1124,3,199,5,82,1,2
1125,3,199,5,83,5,2
1126,3,199,5,84,2,1
1127,3,199,5,85,0,2
1128,3,199,7,159,0,2
1129,3,199,17,107,1,2
1130,3,199,17,108,1,1
1131,3,199,17,109,1,1
1132,3,199,28,52,2,2
1133,3,199,28,53,2,2
1134,3,199,28,54,1,2
1135,3,200,19,71,0,0
1136,4,1,59,18,3,2
1137,4,1,85,9,0,1
1138,4,3,4,127,4,2
1139,4,3,4,129,2,2
1140,4,3,9,28,2,1
1141,4,3,35,1,4,1
1142,4,6,17,34,6,2
1143,4,8,4,11,1,1
1144,4,8,6,141,0,0
1145,4,8,47,10,0,0
1146,4,8,68,17,1,1
1147,4,8,68,23,0,1
1148,4,8,68,24,1,1
1149,4,10,2,220,1,1
1150,4,11,8,12,2,1
1151,4,12,4,58,6,1
1152,4,14,4,12,0,1
1153,4,18,6,158,1,2
1154,4,18,40,84,2,2
1155,4,18,40,85,1,2
1156,4,19,2,228,3,2
1157,4,19,2,229,5,2
1158,4,19,33,21,1,0
1159,4,22,4,23,3,2
1160,4,22,6,151,1,1
1161,4,22,17,32,4,2
1162,4,23,2,233,3,2
1163,4,23,4,11,16,1
1164,4,23,4,24,6,1
1165,4,23,24,33,2,1
1166,4,23,33,4,7,2
1167,4,23,33,37,2,1
1168,4,23,33,40,2,1
1169,4,23,44,56,0,0
1170,4,24,2,229,3,1
1171,4,24,4,4,2,1
1172,4,24,4,21,0,1
1173,4,25,5,5,14,2
1174,4,25,24,2,5,2
1175,4,25,33,56,4,0
1176,4,29,6,151,2,1
1177,4,29,24,61,3,1
1178,4,29,44,56,0,1
1179,4,31,2,275,1,1
1180,4,31,3,77,0,1
1181,4,31,4,10,0,1
1182,4,31,4,93,0,1
1183,4,31,8,15,1,0
1184,4,31,22,31,0,1
1185,4,31,24,23,0,1
1186,4,31,25,68,0,1
1187,4,31,25,70,1,1
1188,4,31,47,25,0,1
1189,4,31,60,12,0,1
1190,4,32,3,195,2,1
1191,4,33,8,75,4,1
1192,4,33,33,6,2,1
1193,4,34,2,228,3,2
1194,4,36,17,23,3,2
1195,4,36,19,32,1,2
1196,4,36,31,14,1,2
1197,4,37,4,38,1,2
1198,4,37,100,6,1,1
1199,4,37,100,7,0,1
1200,4,37,100,8,0,1
1201,4,40,6,160,2,2
1202,4,40,21,47,4,2
1203,4,40,23,101,0,1
1204,4,40,31,16,3,1
1205,4,40,99,6,0,1
1206,4,40,99,7,2,2
1207,4,40,99,8,2,2
1208,4,41,16,89,6,2
1209,4,41,39,69,4,2
1210,4,42,6,23,0,1
1211,4,42,78,40,1,2
1212,4,43,2,135,3,0
1213,4,43,2,219,2,0
1214,4,43,2,237,3,0
1215,4,43,3,102,1,0
1216,4,43,5,6,21,1
1217,4,43,5,38,1,0
1218,4,43,5,90,2,2
1219,4,43,5,91,1,1
1220,4,43,6,7,3,0
1221,4,43,11,114,1,0
1222,4,43,18,40,1,0
1223,4,43,33,49,1,0
1224,4,43,109,1,1,0
1225,4,46,2,88,6,2
1226,4,46,2,104,11,1
1227,4,46,22,30,3,1
1228,4,47,36,8,0,2
1229,4,47,36,9,0,2
1230,4,47,62,5,0,1
1231,4,48,5,72,2,2
1232,4,48,31,13,3,2
1233,4,48,31,14,0,1
1234,4,48,39,53,2,1
1235,4,49,2,111,0,2
1236,4,49,5,18,1,2
1237,4,49,53,32,3,2
1238,4,50,2,80,0,1
1239,4,50,2,141,0,0
1240,4,51,4,54,2,1
1241,4,51,108,3,0,0
1242,4,52,33,25,0,0
1243,4,54,17,100,2,1
1244,4,59,4,29,3,0
1245,4,59,5,63,1,0
1246,4,59,16,43,3,1
1247,4,59,42,10,1,2
1248,4,61,24,51,2,1
1249,4,61,31,21,2,2
1250,4,62,4,60,1,1
1251,4,62,5,52,2,1
1252,4,69,76,1,0,0
1253,4,69,76,20,1,1
1254,4,75,4,98,5,2
1255,4,75,47,13,3,1
1256,4,77,47,20,6,2
1257,4,77,47,21,4,2
1258,4,78,3,185,3,2
1259,4,78,7,131,10,2
1260,4,78,21,34,1,1
1261,4,78,22,11,2,2
1262,4,78,22,45,1,1
1263,4,79,42,30,2,2
1264,4,81,24,47,3,1
1265,4,82,3,7,1,1
1266,4,82,47,24,2,2
1267,4,84,2,195,1,1
1268,4,84,47,4,5,1
1269,4,90,9,5,8,1
1270,4,91,2,14,3,1
1271,4,93,4,48,1,1
1272,4,93,6,151,1,1
1273,4,93,17,33,1,2
1274,4,93,25,68,1,2
1275,4,93,25,69,2,1
1276,4,93,25,70,1,1
1277,4,93,39,53,0,1
1278,4,94,8,26,0,1
1279,4,97,2,8,3,0
1280,4,101,4,23,3,0
1281,4,101,4,102,5,1
1282,4,101,5,3,2,0
1283,4,101,24,33,0,0
1284,4,101,73,20,4,1
1285,4,102,4,101,9,1
1286,4,102,9,103,5,1
1287,4,103,9,36,3,1
1288,4,104,3,140,2,2
1289,4,109,4,116,0,0
1290,4,110,3,135,4,2
1291,4,110,4,123,3,2
1292,4,111,35,18,2,2
1293,4,113,28,86,4,2
1294,4,113,42,52,4,2
1295,4,113,42,53,0,0
1296,4,114,78,38,0,0
1297,4,114,103,1,0,0
1298,4,114,103,2,1,1
1299,4,114,103,3,1,2
1300,4,115,6,110,1,2
1301,4,115,18,53,0,1
1302,4,115,37,22,0,2
1303,4,115,37,23,1,1
1304,4,115,61,5,2,1
1305,4,115,68,44,0,1
1306,4,116,4,48,6,2
1307,4,117,34,41,1,2
1308,4,117,36,60,1,1
1309,4,117,37,158,0,2
1310,4,117,37,159,0,1
1311,4,117,43,19,1,2
1312,4,117,53,19,0,1
1313,4,117,53,20,0,1
1314,4,117,53,21,1,2
1315,4,117,53,22,0,1
1316,4,117,53,23,0,2
1317,4,120,14,22,3,2
1318,4,120,30,30,0,1
1319,4,120,59,7,0,0
1320,4,123,2,80,0,2
1321,4,123,2,111,2,2
1322,4,123,34,17,1,1
1323,4,123,99,7,1,2
1324,4,123,99,8,1,2
1325,4,125,2,124,0,2
1326,4,125,3,68,1,2
1327,4,125,6,161,3,2
1328,4,125,16,120,1,2
1329,4,125,16,121,0,1
1330,4,125,16,122,2,1
1331,4,125,16,123,3,2
1332,4,125,46,16,2,1
1333,4,125,53,37,0,2
1334,4,127,4,3,6,2
1335,4,127,4,11,5,1
1336,4,131,14,8,5,2
1337,4,131,64,6,5,2
1338,4,133,14,19,3,2
1339,4,133,14,20,0,1
1340,4,133,47,38,1,2
1341,4,134,2,200,3,2
1342,4,134,2,201,3,2
1343,4,134,2,202,0,1
1344,4,134,11,15,5,2
1345,4,134,11,16,3,2
1346,4,134,17,18,3,2
1347,4,134,17,19,4,2
1348,4,134,17,20,2,1
1349,4,134,17,21,1,1
1350,4,134,42,20,6,2
1351,4,135,2,283,6,1
1352,4,135,3,78,1,1
1353,4,135,5,8,11,2
1354,4,136,1,6,0,1
1355,4,136,57,28,5,1
1356,4,139,35,10,3,2
1357,4,139,63,8,3,2
1358,4,140,6,68,6,2
1359,4,140,6,69,0,1
1360,4,141,5,52,3,2
1361,4,141,40,51,4,1
1362,4,141,40,52,1,1
1363,4,141,58,19,1,1
1364,4,142,2,9,2,2
1365,4,142,9,54,3,2
1366,4,142,57,13,1,2
1367,4,142,57,14,0,2
1368,4,142,57,15,0,1
1369,4,142,58,18,0,2
1370,4,143,2,20,0,1
1371,4,143,7,186,1,2
1372,4,143,18,17,2,1
1373,4,144,3,28,6,2
1374,4,148,42,41,1,2
1375,4,151,2,61,3,1
1376,4,152,2,285,6,1
1377,4,153,2,55,6,2
1378,4,153,2,56,1,1
1379,4,153,7,138,2,1
1380,4,153,7,139,0,1
1381,4,153,17,90,1,1
1382,4,154,7,163,2,2
1383,4,154,7,171,2,2
1384,4,154,17,101,2,1
1385,4,155,41,5,2,2
1386,4,157,3,55,3,2
1387,4,157,15,6,1,0
1388,4,158,4,18,0,1
1389,4,159,5,116,1,1
1390,4,159,5,117,2,1
1391,4,159,5,118,0,1
1392,4,159,21,96,0,1
1393,4,159,21,97,1,1
1394,4,159,37,24,0,1
1395,4,159,40,84,2,1
1396,4,159,43,61,1,1
1397,4,159,68,42,1,0
1398,4,159,73,17,1,0
1399,4,160,3,93,2,1
1400,4,160,6,146,2,2
1401,4,162,2,177,11,1
1402,4,163,4,153,2,1
1403,4,163,4,156,0,1
1404,4,163,6,91,0,1
1405,4,164,7,143,2,1
1406,4,164,87,14,0,0
1407,4,164,87,15,0,0
1408,4,164,87,16,0,0
1409,4,164,87,17,0,0
1410,4,164,87,18,0,0
1411,4,164,87,19,0,1
1412,4,165,20,134,2,2
1413,4,165,28,47,4,2
1414,4,166,2,255,1,1
1415,4,166,20,110,1,2
1416,4,166,41,42,2,1
1417,4,170,14,8,2,2
1418,4,171,3,45,5,2
1419,4,171,3,59,3,2
1420,4,171,5,17,5,2
1421,4,171,5,73,6,2
1422,4,171,5,75,4,2
1423,4,171,5,116,7,2
1424,4,171,6,101,4,2
1425,4,171,9,31,4,2
1426,4,171,11,64,1,0
1427,4,171,19,88,3,2
1428,4,171,19,89,0,2
1429,4,171,19,90,2,1
1430,4,171,19,91,1,1
1431,4,171,19,92,1,2
1432,4,171,19,93,2,1
1433,4,171,19,94,0,1
1434,4,171,19,95,0,1
1435,4,171,21,91,2,2
1436,4,171,22,26,1,1
1437,4,171,28,86,3,0
1438,4,171,43,59,1,2
1439,4,171,45,13,2,0
1440,4,171,66,12,5,2
1441,4,172,21,26,2,2
1442,4,172,21,27,0,2
1443,4,172,21,28,0,2
1444,4,172,21,29,0,2
1445,4,173,40,60,1,1
1446,4,176,2,173,0,0
1447,4,176,2,217,1,1
1448,4,176,4,12,17,1
1449,4,176,5,3,0,0
1450,4,176,9,36,2,0
1451,4,176,13,25,0,0
1452,4,176,28,88,4,0
1453,4,176,55,26,2,0
1454,4,176,55,27,0,0
1455,5,1,2,173,2,2
1456,5,1,5,3,3,1
1457,5,1,5,4,2,1
1458,5,1,13,25,0,2
1459,5,1,58,13,0,0
1460,5,2,2,198,7,2
1461,5,2,2,217,6,2
1462,5,2,5,8,6,2
1463,5,2,5,42,0,1
1464,5,2,9,5,5,1
1465,5,2,9,17,1,1
1466,5,2,9,18,4,1
1467,5,2,9,28,6,1
1468,5,2,9,36,7,2
1469,5,2,22,32,3,2
1470,5,3,2,173,12,2
1471,5,3,5,4,1,1
1472,5,3,5,90,2,2
1473,5,3,5,91,0,2
1474,5,3,6,115,1,1
1475,5,3,6,145,12,2
1476,5,4,6,60,5,1
1477,5,4,6,119,6,2
1478,5,4,7,157,3,2
1479,5,5,2,221,2,2
1480,5,5,3,20,5,1
1481,5,5,4,25,13,2
1482,5,5,6,121,0,1
1483,5,5,9,29,9,1
1484,5,5,24,3,2,1
1485,5,5,98,1,6,1
1486,5,6,2,158,1,0
1487,5,6,4,2,3,0
1488,5,6,76,21,2,1
1489,5,7,7,172,1,1
1490,5,7,57,8,2,2
1491,5,8,24,28,1,0
1492,5,8,25,24,0,0
1493,5,13,9,29,0,1
1494,5,18,3,24,2,2
1495,5,19,18,25,0,1
1496,5,20,2,143,3,1
1497,5,20,3,110,0,1
1498,5,20,7,138,7,1
1499,5,20,7,139,0,1
1500,5,20,7,140,2,1
1501,5,20,45,16,4,2
1502,5,22,11,43,1,0
1503,5,22,26,119,0,0
1504,5,22,26,120,0,0
1505,5,22,71,26,1,0
1506,5,26,5,18,2,0
1507,5,27,3,62,1,1
1508,5,27,18,13,2,1
1509,5,27,19,34,4,1
1510,5,32,2,84,2,2
1511,5,32,2,85,7,2
1512,5,33,2,196,0,0
1513,5,33,2,205,4,2
1514,5,33,5,89,0,0
1515,5,33,5,95,2,1
1516,5,33,9,43,0,0
1517,5,34,39,53,2,2
1518,5,35,17,57,2,2
1519,5,41,3,93,5,1
1520,5,41,5,42,4,2
1521,5,41,5,44,2,1
1522,5,41,5,45,1,1
1523,5,41,5,47,0,1
1524,5,42,5,49,5,1
1525,5,44,5,45,6,1
1526,5,44,5,47,4,1
1527,5,45,5,44,4,1
1528,5,46,3,50,7,2
1529,5,47,5,68,3,2
1530,5,47,7,157,2,1
1531,5,48,15,9,2,1
1532,5,48,16,36,5,0
1533,5,48,17,107,1,1
1534,5,48,17,108,1,0
1535,5,48,21,25,0,1
1536,5,49,6,116,2,2
1537,5,49,12,103,2,1
1538,5,54,4,133,3,2
1539,5,54,14,19,3,2
1540,5,54,14,20,1,0
1541,5,54,47,38,2,2
1542,5,54,48,29,4,2
1543,5,56,58,21,2,2
1544,5,56,58,22,3,2
1545,5,57,3,28,7,2
1546,5,57,22,30,0,1
1547,5,59,9,74,2,1
1548,5,59,85,8,2,2
1549,5,64,3,112,2,1
1550,5,64,3,181,2,2
1551,5,64,4,53,0,1
1552,5,64,4,54,0,1
1553,5,64,4,55,0,1
1554,5,64,14,34,2,1
1555,5,64,17,29,7,1
1556,5,64,17,82,2,1
1557,5,64,25,24,0,0
1558,5,64,41,44,2,1
1559,5,65,7,96,3,2
1560,5,65,30,41,0,1
1561,5,66,7,159,2,1
1562,5,66,7,181,1,1
1563,5,66,35,32,1,1
1564,5,66,35,33,0,0
1565,5,66,57,27,1,1
1566,5,67,2,272,1,1
1567,5,67,13,40,2,2
1568,5,67,33,37,2,1
1569,5,72,4,48,1,2
1570,5,72,7,50,6,2
1571,5,72,19,30,3,2
1572,5,72,19,36,3,2
1573,5,73,5,116,4,2
1574,5,73,9,30,4,1
1575,5,75,12,109,6,1
1576,5,75,28,7,3,0
1577,5,75,43,59,1,2
1578,5,79,5,63,4,2
1579,5,79,5,105,2,1
1580,5,82,57,27,3,2
1581,5,84,3,199,2,2
1582,5,84,28,52,1,2
1583,5,84,28,53,3,2
1584,5,84,28,54,0,1
1585,5,84,28,55,0,1
1586,5,87,7,31,1,2
1587,5,87,25,67,0,2
1588,5,87,66,1,2,2
1589,5,87,66,2,1,1
1590,5,89,2,184,5,1
1591,5,90,2,219,2,2
1592,5,90,4,43,2,2
1593,5,93,2,143,3,1
1594,5,94,67,12,1,2
1595,5,101,3,97,1,1
1596,5,102,6,109,0,1
1597,5,102,6,110,0,2
1598,5,102,6,111,1,1
1599,5,102,17,59,0,1
1600,5,103,6,136,2,1
1601,5,109,7,6,1,2
1602,5,109,15,92,1,1
1603,5,109,15,93,0,1
1604,5,110,32,1,0,0
1605,5,110,32,2,2,0
1606,5,110,67,1,0,0
1607,5,111,16,68,1,1
1608,5,111,16,69,0,0
1609,5,111,28,7,2,1
1610,5,115,4,145,0,0
1611,5,115,5,112,2,2
1612,5,115,5,113,2,1
1613,5,115,5,114,2,1
1614,5,115,40,46,3,0
1615,5,116,5,110,13,2
1616,5,116,5,119,5,1
1617,5,119,9,72,9,2
1618,5,119,37,61,0,1
1619,5,119,83,26,0,1
1620,6,1,6,153,0,1
1621,6,1,16,48,1,1
1622,6,2,6,60,4,1
1623,6,2,7,187,2,1
1624,6,2,79,42,0,1
1625,6,2,79,43,0,1
1626,6,2,79,44,0,1
1627,6,3,43,84,4,2
1628,6,7,15,14,0,2
1629,6,7,15,15,2,2
1630,6,7,52,44,1,2
1631,6,8,15,8,5,2
1632,6,8,25,22,3,2
1633,6,9,3,164,0,1
1634,6,9,17,95,1,2
1635,6,14,39,64,4,2
1636,6,14,51,56,0,2
1637,6,14,51,57,2,2
1638,6,14,51,58,0,1
1639,6,16,3,185,1,2
1640,6,17,35,2,0,2
1641,6,19,6,150,11,1
1642,6,19,11,17,6,1
1643,6,22,28,62,6,2
1644,6,23,40,73,4,1
1645,6,23,40,74,3,2
1646,6,23,58,18,0,2
1647,6,25,2,171,2,2
1648,6,25,8,23,1,2
1649,6,28,6,23,1,1
1650,6,28,6,24,2,1
1651,6,28,6,27,3,2
1652,6,28,17,102,0,1
1653,6,28,27,14,1,1
1654,6,28,29,11,0,1
1655,6,30,52,15,0,1
1656,6,33,18,6,0,2
1657,6,33,26,3,0,2
1658,6,33,35,8,1,2
1659,6,34,37,171,3,1
1660,6,34,37,172,1,2
1661,6,34,37,173,0,2
1662,6,34,58,21,2,2
1663,6,35,10,99,5,1
1664,6,36,36,70,0,2
1665,6,37,17,59,2,1
1666,6,37,17,90,2,1
1667,6,37,26,4,4,1
1668,6,38,11,6,3,2
1669,6,38,29,60,1,2
1670,6,38,78,40,0,0
1671,6,38,81,5,1,1
1672,6,39,2,17,1,1
1673,6,39,2,18,2,2
1674,6,39,24,40,2,1
1675,6,41,17,67,2,2
1676,6,46,8,24,1,1
1677,6,46,10,31,3,2
1678,6,46,67,23,3,2
1679,6,49,6,82,0,1
1680,6,50,13,19,2,2
1681,6,51,13,21,2,2
1682,6,51,23,57,1,1
1683,6,52,6,53,0,2
1684,6,52,18,28,7,2
1685,6,52,26,111,0,1
1686,6,52,26,112,1,1
1687,6,52,26,113,3,1
1688,6,52,40,60,2,0
1689,6,53,6,51,1,1
1690,6,53,6,52,0,1
1691,6,53,11,27,1,2
1692,6,53,19,73,2,2
1693,6,53,19,74,0,0
1694,6,53,29,69,0,0
1695,6,53,46,11,1,2
1696,6,54,7,156,6,2
1697,6,59,31,34,5,2
1698,6,59,40,19,3,2
1699,6,60,3,55,3,1
1700,6,60,13,10,2,2
1701,6,60,28,73,2,2
1702,6,60,39,42,4,2
1703,6,60,78,10,1,2
1704,6,60,78,11,1,2
1705,6,61,13,11,1,2
1706,6,61,14,27,0,1
1707,6,61,50,17,0,1
1708,6,61,50,18,0,1
1709,6,61,82,10,1,1
1710,6,61,82,11,0,1
1711,6,61,82,12,0,1
1712,6,62,18,47,0,1
1713,6,62,18,49,0,1
1714,6,62,56,49,0,1
1715,6,62,56,50,0,1
1716,6,63,10,22,7,2
1717,6,63,17,67,6,2
1718,6,63,27,63,3,1
1719,6,65,17,66,0,1
1720,6,65,17,67,0,1
1721,6,65,17,68,0,2
1722,6,65,17,69,0,2
1723,6,65,67,16,0,2
1724,6,65,67,17,0,2
1725,6,65,67,18,0,1
1726,6,66,18,29,2,1
1727,6,67,13,38,1,1
1728,6,67,38,88,2,2
1729,6,68,4,140,7,2
1730,6,69,4,140,0,1
1731,6,70,2,254,2,2
1732,6,70,3,91,3,1
1733,6,70,74,38,4,1
1734,6,70,74,39,0,1
1735,6,71,14,37,2,0
1736,6,71,16,37,4,2
1737,6,71,39,37,4,2
1738,6,73,14,48,4,1
1739,6,73,20,107,0,1
1740,6,73,21,99,2,1
1741,6,73,22,1,0,1
1742,6,73,22,2,2,1
1743,6,73,25,26,7,2
1744,6,73,27,87,6,1
1745,6,73,36,59,2,0
1746,6,73,36,60,0,0
1747,6,73,36,61,0,0
1748,6,73,36,62,2,0
1749,6,73,36,63,2,0
1750,6,73,38,15,0,1
1751,6,73,40,16,3,2
1752,6,73,40,32,2,1
1753,6,73,45,28,4,1
1754,6,73,54,8,4,1
1755,6,73,78,40,6,1
1756,6,73,79,6,2,1
1757,6,73,79,7,0,1
1758,6,73,79,8,0,1
1759,6,74,9,114,2,2
1760,6,74,19,41,0,1
1761,6,74,19,42,2,2
1762,6,74,19,43,1,1
1763,6,74,19,44,1,2
1764,6,74,19,45,1,1
1765,6,74,19,46,2,1
1766,6,74,19,47,1,1
1767,6,74,19,48,0,1
1768,6,75,6,55,0,1
1769,6,75,7,185,4,1
1770,6,75,10,101,2,1
1771,6,75,34,9,3,1
1772,6,79,6,161,2,2
1773,6,79,7,54,2,1
1774,6,79,7,172,0,1
1775,6,79,16,120,2,2
1776,6,79,16,121,0,1
1777,6,79,16,122,0,1
1778,6,79,16,123,2,2
1779,6,79,21,51,0,1
1780,6,79,21,52,0,1
1781,6,79,30,30,4,2
1782,6,80,11,53,1,1
1783,6,80,11,54,2,1
1784,6,80,11,55,0,1
1785,6,80,11,56,3,1
1786,6,81,42,21,2,1
1787,6,81,53,23,2,2
1788,6,82,31,13,1,2
1789,6,83,6,81,1,1
1790,6,83,10,96,1,0
1791,6,83,10,97,0,0
1792,6,84,2,133,0,1
1793,6,84,11,71,0,2
1794,6,84,11,72,0,1
1795,6,84,11,73,0,1
1796,6,84,15,30,1,0
1797,6,84,15,31,0,0
1798,6,84,19,49,2,2
1799,6,84,19,58,3,1
1800,6,84,29,27,2,2
1801,6,84,37,112,0,2
1802,6,84,57,26,3,2
1803,6,88,21,17,1,1
1804,6,88,39,4,1,1
1805,6,88,39,65,4,2
1806,6,88,43,81,2,1
1807,6,91,2,79,4,1
1808,6,91,10,2,5,1
1809,6,91,17,94,7,1
1810,6,91,17,95,5,1
1811,6,92,3,20,2,0
1812,6,92,6,19,3,2
1813,6,92,7,158,3,1
1814,6,92,11,17,5,2
1815,6,92,25,1,3,2
1816,6,93,5,28,2,0
1817,6,93,8,31,6,1
1818,6,93,8,50,3,1
1819,6,93,14,27,6,1
1820,6,93,60,2,4,0
1821,6,94,2,166,2,2
1822,6,94,2,167,1,2
1823,6,94,6,22,4,2
1824,6,94,6,24,2,1
1825,6,94,18,48,6,2
1826,6,94,23,101,1,1
1827,6,94,26,92,1,1
1828,6,94,26,93,0,1
1829,6,94,28,64,3,2
1830,6,94,29,25,1,2
1831,6,95,36,33,7,2
1832,6,95,36,34,0,2
1833,6,95,36,35,0,1
1834,6,95,36,36,0,1
1835,6,96,6,1,1,1
1836,6,96,7,54,4,2
1837,6,96,10,5,6,2
1838,6,96,32,1,0,0
1839,6,96,36,37,1,2
1840,6,96,36,38,4,2
1841,6,96,36,40,3,2
1842,6,96,41,12,4,2
1843,6,96,91,3,0,1
1844,6,96,91,4,1,1
1845,6,96,92,1,1,2
1846,6,96,92,2,0,2
1847,6,96,93,1,0,1
1848,6,96,93,2,1,1
1849,6,98,4,1,2,2
1850,6,99,13,4,7,2
1851,6,99,16,67,6,2
1852,6,99,21,30,5,1
1853,6,99,36,34,3,2
1854,6,100,4,117,0,2
1855,6,100,4,118,0,1
1856,6,100,4,119,2,2
1857,6,100,4,120,0,2
1858,6,100,18,50,1,2
1859,6,100,19,44,0,2
1860,6,100,34,41,2,2
1861,6,100,36,60,2,2
1862,6,100,36,61,0,1
1863,6,100,37,95,0,2
1864,6,100,37,96,1,1
1865,6,101,19,88,1,2
1866,6,101,19,89,2,1
1867,6,101,19,90,2,1
1868,6,101,19,91,1,1
1869,6,101,19,92,1,2
1870,6,101,19,93,4,1
1871,6,101,19,94,0,0
1872,6,101,19,95,2,0
1873,6,103,7,143,0,2
1874,6,103,20,110,0,1
1875,6,103,31,16,2,1
1876,6,103,67,14,2,2
1877,6,103,75,22,0,1
1878,6,103,75,23,0,1
1879,6,103,83,15,0,1
1880,6,104,17,15,1,2
1881,6,104,22,46,3,1
1882,6,105,2,26,2,1
1883,6,105,17,82,0,1
1884,6,105,22,53,0,1
1885,6,105,25,4,2,1
1886,6,105,25,5,1,1
1887,6,105,41,44,2,1
`uid`, `ss`, `sv`, `ts`, `tv`, `common`, `relevance`
1888,6,105,74,18,0,0
1889,6,105,74,19,0,0
1890,6,105,74,20,0,0
1891,6,105,74,21,0,0
1892,6,105,74,22,0,0
1893,6,105,74,23,0,0
1894,6,105,74,24,1,1
1895,6,105,74,25,1,1
1896,6,105,74,31,2,1
1897,6,107,13,40,0,1
1898,6,107,42,48,1,2
1899,6,107,88,21,0,1
1900,6,107,88,22,0,1
1901,6,110,6,28,0,1
1902,6,110,35,14,0,1
1903,6,110,39,56,0,1
1904,6,110,39,57,0,1
1905,6,110,39,58,0,1
1906,6,111,6,109,1,2
1907,6,111,6,124,2,1
1908,6,111,10,96,2,2
1909,6,111,10,97,1,2
1910,6,111,17,92,2,1
1911,6,111,25,21,2,2
1912,6,112,3,184,0,1
1913,6,112,6,34,0,1
1914,6,112,6,121,2,1
1915,6,112,12,3,1,0
1916,6,112,25,31,5,2
1917,6,112,41,43,2,1
1918,6,113,37,161,0,1
1919,6,113,37,162,0,1
1920,6,113,37,163,0,1
1921,6,113,51,8,0,1
1922,6,113,51,9,0,1
